,method,seed,modal,acc
85,mmix_nl_10_lr1e-3_wd1e-4,0,[1],0.8596220016479492
44,mmix_nl_10_lr1e-3_wd1e-3,0,[1],0.8596220016479492
64,mmix_l_10_lr1e-3_wd1e-3,0,[1],0.8582434058189392
24,mmix_l_10_lr1e-3_wd0.0,0,[1],0.8582434058189392
276,mmix_l_10_lr1e-4_wd0.0,0,[1],0.8582434058189392
357,mmix_l_10_lr1e-4_wd1e-4,0,[1],0.8582434058189392
317,mmix_l_10_lr1e-4_wd1e-3,0,[1],0.8582434058189392
233,mmix_l_10_lr5e-4_wd1e-4,0,[1],0.8582434058189392
191,mmix_l_10_lr5e-4_wd1e-3,0,[1],0.8582434058189392
106,mmix_l_10_lr1e-3_wd1e-4,0,[1],0.8582434058189392
148,mmix_l_10_lr5e-4_wd0.0,0,[1],0.8582434058189392
267,gmc_l_lr1e-4_wd0.0,0,[1],0.8533663153648376
288,gmc_nl_lr1e-4_wd0.0,0,[1],0.8521887063980103
351,gmc_l_lr1e-4_wd1e-4,0,[1],0.851039707660675
372,gmc_nl_lr1e-4_wd1e-4,0,[1],0.847949206829071
309,gmc_l_lr1e-4_wd1e-3,0,[1],0.8446518778800964
330,gmc_nl_lr1e-4_wd1e-3,0,[1],0.8385111093521118
